순서,기업명(한국어),기업명(일본어),국가,업종,장르,MA접근,딜형태,분류,시총_억엔,매출_억엔,이익률(%),직원수,대표이사,자체IP,주요타이틀,기업특징,장점,단점리스크,주주구조,MA판단근거,소스,수정메모
27.0,드리콤,ドリコム,일본,개발/운영,서브,O,인수,,115.0,127.0,0.9,366.0,나이토 히로키,N,Wizardry Variants Daphne(2024~),"Wizardry Variants Daphne 히트로 실적 급반등. FY2026 3월기 영업이익 6배 성장, FY2027 3월기 영업이익 9억엔 전망.","Wizardry IP 활용 RPG 개발 역량, 라쿠텐 자본 지원, 게임 IP 재활성화 성공 사례","단일 타이틀 집중 리스크, Atari에 일부 Wizardry IP 매각으로 IP 분산","라쿠텐그룹 20.02% 지분 보유(지분법 적용), 창업자 나이토 히로키, 공개주(TSE:3793)",시총 약 117억엔으로 합리적. 반남 20% 보유이나 경영 어려움으로 우호적 협상 가능성. Wizardry IP 부가가치. 창업자 나이토 33%와의 직접 협상이 관건.,orig,"[2025-2026 업데이트] Wizardry Variants Daphne 성공으로 FY2026 3월기 영업이익 6배 급증. 2025년 Atari가 Wizardry 1~5 IP 인수, Drecom은 6~8 계속 보유.
[정정] '영업이익 6배'는 전망치로 구분 표기. 2025.3기 실적은 -87.6% 등 악화 방향(수치/기준 재확인)."
28.0,뱅크오브이노베이션,バンク・オブ・イノベーション,일본,개발/운영,서브,N,,,195.0,124.0,17.4,,히구치 토모히로,Y,"MementoMori: AFKRPG, Mitrasphere, 신규 대규모 RPG 2편(개발중)",MementoMori: AFKRPG 글로벌 히트 게임사. FY2025 매출 123.7억엔(전기比 -9.2%). 차기 대규모 RPG 2편 개발 중.,"MementoMori 글로벌 인기(AFK RPG 장르 개척), 해외 매출 확장 기반","단일 타이틀 의존도 극히 높음, 신작 지연 시 매출 불안정","공개주(TSE:4393), 창업자 히구치 토모히로 등",창업자 히구치 씨 44%이상 지분. 메멘토모리 단일 히트에 매출 의존도 높아 지속성 불확실. 시총 231억엔이나 세계관·IP 독자성은 강함. 추가 정보 수집 후 재분류 검토.,orig,"[2025-2026 업데이트] 2025년 글로벌 확장 전략 발표, 차기 대규모 신작 RPG 2편 동시 개발 진행 중. FY2025 매출 123.7억엔으로 소폭 감소."
29.0,데라게,でらゲー,일본,개발/운영,비서브,N,,,,108.0,15.8,,카와구치 슌,N,"포켓몬 TCG 포켓(2024.10, 5억달러+ 매출), 드래곤퀘스트 Walk",DeNA 자회사로 모바일 게임 운영 특화. 포켓몬 TCG 포켓 초히트로 DeNA 게임부문 이익 8126% 폭증(2024).,"포켓몬 IP와의 강력한 협업, DeNA 기술·인프라","포켓몬 IP 의존 집중 리스크, 자사 독자 IP 부재",DeNA 주식회사 100%,케이브 100% 완전자회사로 단독 분리 매수 어려움. 몬스트 관련 개발 노하우는 가치 있으나 케이브 전체 인수 없이는 접근 불가.,orig,[2025-2026 업데이트] 포켓몬 TCG 포켓 2024년 10월 출시 후 1억 다운로드·5억달러 이상 매출 달성.
30.0,구미,gumi,일본,개발/운영,서브,O,인수,,179.0,84.0,4.1,,구니미츠 히로나오,Y,"Brave Frontier, 블록체인 게임 포트폴리오",Brave Frontier 개발사. 2025년 모바일 게임에서 블록체인·암호화폐 자산 전략으로 대전환. SBI홀딩스 30%+ 주요 출자.,"블록체인 게임 선구자, 글로벌 Brave Frontier IP, 암호자산 벤처투자 포트폴리오","모바일 게임 매출 급감(-52.5%), 블록체인 사업 수익 불확실성, 전략 전환 리스크","SBI홀딩스 그룹 30%+ 출자(2025년 말), 창업자 구니미츠 히로나오, 공개주(TSE:3903)","업적 저조·구조개혁 진행 중으로 현재가 매수 적기. SBIHD 35% 지분 정리 가능성 있으며, 시총 175억엔으로 합리적. 불채산 사업(블록체인 등) 처리가 관건.",orig,"[2025-2026 업데이트] 2025년 말 SBI증권 통해 57.2억엔 조달, SBI그룹 최대주주 확립. 모바일 게임 축소하고 블록체인·암호자산 전략으로 사업 대전환 선언."
31.0,케이랩,KLab,일본,개발/운영,비서브,N,,,260.0,68.6,-33.5,,사나다 테츠야,N,"Bleach: Brave Souls, Captain Tsubasa: Dream Team, Love Live! School Idol Festival",스마트폰 IP 게임 개발사. 2025년 3월 사나다 전 CEO 복귀. UAE계 투자사가 최대주주(23.15%) 취득 후 구조개혁 중.,"블리치·캡틴 츠바사 등 글로벌 애니 IP 라이선스 게임, 해외 매출 비중 높음","수년간 적자 지속(-33.5% 순이익률), 주요 타이틀 매출 감소, 인력 감축 목표 미달","UAE계 Ultimate Classic Investment 23.15%(최대주주, 2025.12 취득), 창업주 등 임원",영업이익률 -19%의 적자 지속으로 재무기반 손상 진행 중. 일부 IP 타이틀 라이센스 종료 리스크. 특정 지배주주 없어 인수 접근은 가능하나 인수 후 사업 재건 비용이 큼.,orig,"[2025-2026 업데이트] 2025년 12월 UAE 투자사로부터 51억엔 조달, 동사가 최대주주(23.15%)로 부상. 사나다 CEO 복귀 후 FY2026 흑자 회복 목표.
[정정] 매출 90→68.6억엔(2025.12기). 'mg -33.5%'는 매출감소율과 혼동 소지 → 마진 정의/기준 재확인 필요."
32.0,마이넷게임즈,マイネットゲームス,일본,운영,서브,N,,,13.8,88.5,4.8,260.0,이와키 미노루,N,기취득 80+ 스마트폰 게임 타이틀,스마트폰 게임 타이틀을 M&A로 취득·운영 특화. 누적 80개 이상 타이틀 운영 실적. TSE Growth 상장(3928). 스포츠 관련 사업도 병행.,"독자적 게임 M&A·재생 비즈니스 모델, 운영 효율화 노하우, 80+ 타이틀 운영 경험","신작 개발 역량 부재, 취득 타이틀의 수익 불확실성, 소규모 시총","공개 상장사(소액 분산 구조), 이와키 미노루 대표 지분 보유",마이넷 100% 자회사. 노후 게임 재생 전문 비즈니스모델로 넥슨 포트폴리오와 직접 시너지 낮음. 운영이관 서비스 업체로 활용 협업은 가능.,orig,"[2025-2026 업데이트] 2024년 12월기 매출 88.5억엔, 영업이익 4.28억엔 달성. 스마트폰 게임 신규 타이틀 운영 계약 지속 체결."
33.0,토세,トーセ,일본,개발/운영,비서브,N,,,46.0,66.4,9.7,,渡辺康人,N,"Game & Watch Gallery(닌텐도 수탁), Dragon Ball 시리즈, 다수 수탁 개발","교토 거점 수탁 전문 게임 개발사. 개발 누적 1,000편 이상. FY2025 8월기 영업이익 6.7억엔 흑자전환(전기 -5억엔).","1,000편 이상 수탁 실적, 닌텐도 등 대형사 파트너십, 교토 거점 안정적 개발력","시가총액 46억엔 소규모, FY2026 영업이익 39% 감익 예상, 매출 감소 추세","사이토 가문(창업 동족) 지배 구조, 공개주(TSE:4728)",수탁개발 전문사로 자사 IP·브랜드 없음. 넥슨 타이틀 개발 협력사로는 활용 가능하나 M&A 타깃으로서의 자산 가치는 한정적.,orig,"[2025-2026 업데이트] FY2025 영업이익 6.7억엔으로 흑자전환 성공(전기 -5억엔). FY2026는 수주 감소로 영업이익 39% 감익 예상.
[정정] 사장 이름: 渡辺泰仁→渡辺康人. 매출 69→66.4억엔."
34.0,닛폰이치소프트웨어,日本一ソフトウェア,일본,개발/판매,서브,N,,,44.0,52.0,-11.3,177.0,猿橋健蔵,Y,"Disgaea 7, Kyouran Makaism(2026.1 출시), Etrange Overlord(개발중), Marl Kingdom 시리즈","Disgaea 시리즈 RPG 개발사. FY2026 3월기 2기 연속 영업손실. 2025년 1월 사장 별세, 신임 체제로 재건 중.","Disgaea 글로벌 팬덤, 독특한 전략 RPG 정체성, NIS America 해외 퍼블리싱 네트워크","2기 연속 영업손실, 엔터테인먼트 매출 33% 급감, 경영진 교체로 인한 불안정","공개주(TSE:3851), 주주 약 2,308명",창업자계 50% 지분으로 독립 경영 강. 콘솔 중심 비즈니스로 넥슨 온라인게임과 사업 시너지 제한적. 디스가이아 IP 콜라보 협업은 검토 가능.,orig,"[2025-2026 업데이트] 2025년 1월 세코 테츠히사 사장 향년 54세 별세. 사루하시 켄조 신임 대표 취임. FY2026 3월기 2기 연속 영업적자, FY2027 흑자전환 목표.
[정정] CEO 한자: 猿橋賢蔵→猿橋健蔵. 매출 36→52억엔(통기)."
35.0,에이팀엔터테인먼트,エイチームエンタ,일본,개발/운영,서브,N,,,193.0,42.0,8.8,,中内之公,N,"Infinite Borders, 협업·수탁 게임 개발",에이팀홀딩스 게임 자회사(2021년 분사). FY2025 7월기 경상이익 3.7억엔으로 흑자전환 성공. 협업 수탁 개발 증가로 수익 안정화.,"기존 게임 운영 효율화, 수탁 개발 수주 증가, 3분기 연속 세그먼트 흑자 달성","매출 4.7% 감소 지속, 재무 기반 취약, 독자 IP 히트 필요",에이팀홀딩스 100% 자회사(비상장),에이팀HD 100% 완전자회사. 모회사가 게임 외 사업도 보유해 단독 분리 어려움. 게임사업 단독 시너지는 제한적.,orig,"[2025-2026 업데이트] FY2025(7월기) 경상이익 3.7억엔으로 흑자전환. 협업 수탁 개발 비율 증가로 수익 구조 안정화.
[정정] CEO 표기 오류: '林慶次郎' 미확인 → 대표 中内之公(에이팀 엔터)로 수정."
36.0,닛폰팔콤,日本ファルコム,일본,판매원,비서브,N,,,231.0,36.0,51.3,69.0,콘도 토시히로,Y,"英雄伝説 軌跡 시리즈(Trails), Ys 시리즈, Trails in the Sky 1st Chapter(2025 리메이크), Kyoto Xanadu(개발중)","69명 초소형 스튜디오, 영업이익률 50%대의 초고수익 구조. FY2025 사상 최대 이익. Trails in the Sky 1st Chapter 글로벌 대히트.","극소 인원·고마진 구조, 궤적·Ys 글로벌 팬덤 IP, 라이선싱 수입 고성장","69명 초소형 규모로 개발 속도 느림, 신규 IP 창출 제한, 시가총액 대비 유동성 낮음","콘도 토시히로 사장 등 동족·임원 보유, 공개주(TSE:3723)",창업자계 60% 지분 보유. 매출 대비 이익률 51%의 초고수익사로 매각 인센티브 없음. 이스·궤적 IP는 넥슨 RPG 포트폴리오와 시너지 잠재 — IP 라이센스 협업 검토 가능.,orig,"[2025-2026 업데이트] FY2025 Trails in the Sky 1st Chapter 글로벌 히트로 Q1 영업이익 +670% 급증, 사상 최대 이익 달성. 신작 Kyoto Xanadu 발표.
[정정] 매출 26→36억엔(성장), 시총 259→231억엔로 갱신(기준일 필요)."
37.0,에프포사무라이,f4samurai,일본,개발/운영,서브,T,인수,,,429.0,11.2,180.0,김철석,N,"마기아레코드, 디즈니 트위스티드 원더랜드(운영 중)",스마트폰 게임 개발사. 애니플렉스·세가·Samurai Incubate 등이 출자. 마기아레코드·디즈니 트위스티드 원더랜드 등 애니메이션 IP 게임 특화.,"애니메이션 IP 게임화 전문성, 애니플렉스와의 자본 제휴로 Sony IP 접근","소규모 인원, 자체 IP 부재, 타이틀 수 한정 및 서비스 종료 리스크","애니플렉스, 세가, Samurai Incubate 등(비상장)","독립계 중소사로 매력적 조건 제시 시 M&A 대상 가능성. 단, 세가·아니플렉스가 주요 주주로 있어 이들과의 관계 조정 및 IP 계약 재협의 필요.",orig,[2025-2026 업데이트] 2021년 2월 애니플렉스와 자본 업무 제휴 체결. 디즈니 트위스티드 원더랜드 지속 운영 중.
38.0,요스타,Yostar,일본,개발/운영,서브,N,,,,,,85.0,야오 멍,Y,"아즈르레인, 아크나이츠, 마작소울, 헤븐번즈레드(글로벌 퍼블리싱 2024)",중국계 게임 퍼블리싱사. 아즈르레인·아크나이츠 일본 퍼블리싱. 2024년 헤븐번즈레드 글로벌판 퍼블리싱.,"중화권 히트 게임 일본 현지화 전문성, 아즈르레인·아크나이츠 브랜드 파워","중국 규제 리스크, 기존 타이틀 수명주기 후반 진입",비공개(중국 Yostar Limited 산하),상하이 유성(上海悠星) 일본법인으로 중국 본사 의향이 결정적. 블루아카이브 일본 운영사로서 넥슨게임즈와의 관계 주목. M&A보다 퍼블리싱 협업 관계가 현실적.,orig,[2025-2026 업데이트] 2024년 11월 헤븐번즈레드 영어 글로벌판 퍼블리싱 개시(WFS·Key 협업).
39.0,시프트업,SHIFT UP,한국,개발/운영,서브,N,,,1840.0,325.0,66.2,322.0,金亨泰(Kim Hyung-tae),Y,勝利の女神:NIKKE（2022年）、Stellar Blade（PS5、2024年）,韓国発・女性キャラクターIPに特化したゲームスタジオ。NIKKEとStellar Bladeが主力。2024年7月に韓国KRXに上場。2024年売上が前年比30%増の過去最高219億8000万ウォン。,超高い営業利益率（約66%）と強烈なキャラクターIPの世界的ファン獲得。Stellar Bladeによるコンソール市場参入,NIKKE（売上の約70%）への集中リスク。少人数組織（322名）での複数プロジェクト並行開発の限界,金亨泰（創業者・CEO）が筆頭株主。Tencent（約20%）が第2位株主,시총 1.98조엔으로 현재 매수 현실적으로 불가. 한국 게임사로 경쟁 관계보다 파트너십 관계 모색이 현실적.,orig,"[2025-2026 업데이트] 2024年売上高は前年比30%増で過去最高。2025年Q3累計売上が前年同期比43%増と急成長継続。Stellar Blade PC版を2025年中に発売予定。
[정정] 매출 165→325억엔(TTM). Tencent 지분 20%→~35%. Stellar Blade PC 출시(2025-10-15) 완료. Stellar Blade 2는 Sony 결별·자체 퍼블리싱(내부 근거/공식 확인 필요)."
40.0,미호요 (호요버스),miHoYo(HoYoverse),중국,개발/운영,서브,N,,,,1370.0,,5000.0,류 웨이,Y,"원신 임팩트, 붕괴:스타레일, 젠레스존 제로(2024)",중국 상하이 기반. 원신·붕괴:스타레일·젠레스존제로 3대 글로벌 히트. 2024년 매출 전년비 23% 감소(약 47억달러)했으나 여전히 업계 최상위.,"원신 등 3개 글로벌 초히트 IP, 세계적 애니메이션 품질 그래픽","2024년 매출 23% 감소, CEO 차이 하오위 AI 창업으로 이탈, 신작 경쟁 심화",비공개(공동창업자 차이 하오위·류 웨이·뤄 위하오 지배구조),중국 민간 초우량 기업으로 매각 의향 없음. 규제 리스크도 존재. 일본 시장에서 콘텐츠 경쟁자이자 협업 잠재 파트너로 관계 파악 목적으로만 포함.,orig,"[2025-2026 업데이트] 2024년 매출 약 47억달러로 전년비 23% 감소. 공동창업자 차이 하오위 CEO가 AI 스타트업 창업으로 퇴임.
[정정] CEO 관련 이슈: 蔡浩宇 2023-09에 대표/회장직에서 물러남(내부 확인 필요). 매출 6,800억엔 표기는 과대 가능 → 2025 약 1,370억엔(근거/환산 기준(as-of, FX) 명시 필요)."
